,result,table,_start,_stop,_time,_measurement,label,mobile,alpha,beta,gamma,x,y,z
94,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.876000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
95,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.893000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.0,0.0,0.0,9.9
96,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.909000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
97,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.926000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
98,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.943000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
99,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.960000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
100,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.977000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
101,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:06.993000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.2,0.0,0.0,0.0,9.9
102,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.010000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
103,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.027000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.2,0.0,0.0,0.0,9.9
104,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.043000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.2,0.0,0.0,0.0,9.9
105,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.060000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
106,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.077000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
107,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.094000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.1,0.0,0.0,9.9
108,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.110000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
109,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.127000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
110,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.143000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,-0.1,0.0,0.0,9.9
111,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.160000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
112,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.177000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.2,-0.1,0.0,0.0,9.9
113,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.193000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,10.0
114,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.211000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
115,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.227000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
116,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.243000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,-0.1,0.0,0.0,9.9
117,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.260000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.1,0.0,0.0,9.9
118,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.276000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,-0.1,0.0,0.0,9.9
119,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.293000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
120,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.310000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
121,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.326000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
122,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.343000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
123,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.360000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
124,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.376000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
125,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.393000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
126,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.410000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
127,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.427000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.0,0.0,0.0,9.9
128,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.443000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
129,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.460000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
130,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.477000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
131,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.494000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
132,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.510000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.1,0.0,0.0,9.9
133,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.526000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
134,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.544000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
135,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.560000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
136,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.577000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
137,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.593000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
138,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.610000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
139,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.626000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
140,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.644000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
141,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.660000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
142,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.677000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
143,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.693000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
144,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.710000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
145,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.727000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
146,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.743000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
147,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.760000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.0,0.0,0.0,9.9
148,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.777000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
149,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.793000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
150,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.810000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,-0.1,0.0,0.0,9.9
151,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.827000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
152,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.843000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
153,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.860000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
154,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.877000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
155,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.894000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
156,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.910000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
157,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.927000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,-0.1,0.0,0.0,9.9
158,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.943000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
159,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.959000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
160,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.976000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
161,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:07.994000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
162,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.010000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.1,0.0,0.0,9.9
163,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.027000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
164,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.043000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
165,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.060000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
166,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.076000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
167,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.093000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
168,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.111000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
169,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.127000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
170,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.144000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.1,0.0,0.0,9.9
171,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.160000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.0,0.0,0.0,9.9
172,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.176000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
173,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.193000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
174,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.210000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,-0.1,0.0,0.0,9.9
175,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.226000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
176,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.243000+00:00,devicemotion,sitting,UnknownPhone,-0.1,0.0,0.0,0.0,0.0,9.9
177,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.260000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.0,0.0,0.0,0.0,9.9
178,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.277000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
179,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.294000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
180,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.310000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
181,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.327000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
182,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.343000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
183,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.360000+00:00,devicemotion,sitting,UnknownPhone,-0.1,-0.1,0.0,0.0,0.0,9.9
184,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.377000+00:00,devicemotion,sitting,UnknownPhone,0.0,-0.1,0.0,0.0,0.0,9.9
185,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.394000+00:00,devicemotion,sitting,UnknownPhone,0.1,0.1,0.0,0.0,0.0,9.9
186,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.410000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.1,0.0,0.0,0.0,9.9
187,_result,1,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:04:08.427000+00:00,devicemotion,sitting,UnknownPhone,0.0,0.0,0.0,0.0,0.0,9.9
